Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
"MOTHER'S, Chocolate Chip Cookies",1,0,0,0,490,22,5.7,2.7,0,527,122,67.6,1.7,0,32.9
"Whipped topping, low fat, frozen",1,0,0,0,224,13,3,0.1,71,72,101,23.6,0,0,23.6
"Vitasoy USA Azumaya, Silken Tofu",1,0,0,0,43,2.4,4.82,0,0,0,0,0.58,0.2,0,0.2
"Ice cream, chocolate, soft serve",0,1,1,0,222,13,4.1,0.21,131,61,177,22.2,0.7,29,21.16
"Moose, raw (Alaska Native), meat",0,1,1,1,103,1.5,22.3,3.28,5,65,317,0,0,0,0
"Bread crumbs, plain, grated, dry",1,0,0,0,395,5.3,13.35,4.83,183,732,196,71.98,4.5,0,6.2
Oven-roasted chicken breast roll,0,1,1,0,134,7.7,14.59,0.32,6,883,324,1.79,0,0,0.43
"Salad dressing, russian dressing",0,1,1,0,355,26,0.69,0.6,13,1133,173,31.9,0.7,0,17.68
"Oil, original, PAM cooking spray",0,1,1,0,792,79,0.26,0,0,59,0,20.69,0,0,0
"Restaurant, corn, tamale, Latino",1,0,0,0,186,7.2,3.48,0.53,24,277,186,26.68,3.2,18,7.42
"Restaurant, pork, tamale, Latino",1,0,0,0,174,9,7.35,0.87,75,473,152,15.75,2.4,13,0.46
"Fish, dry heat, cooked, mahimahi",1,0,0,0,109,0.9,23.72,1.45,19,113,533,0,0,0,0
"Emu, broiled, cooked, fan fillet",1,1,0,0,154,2.3,31.27,4.56,6,53,397,0,0,0,0
"Beans, raw, mature seeds, yellow",0,1,1,1,345,2.6,22,7.01,166,12,1042,60.7,25.1,0,0
"KEEBLER, Toasted Coconut Cookies",0,1,1,1,475,20,3.8,2.1,0,324,121,69.9,2.3,0,41.2
"Fish, dry heat, cooked, milkfish",0,0,1,1,190,8.6,26.32,0.41,65,92,374,0,0,0,0
"Fish, dry heat, cooked, monkfish",0,1,1,1,97,2,18.56,0.41,10,23,513,0,0,0,0
"Babyfood, apple and grape, juice",0,1,1,0,46,0.2,0.1,0.39,6,0,90,11.34,0.1,0,10.9
"Pheasant, raw, meat only, breast",0,0,1,1,133,3.3,24.37,0.79,3,33,242,0,0,0,0
"Burrito, frozen, bean and cheese",0,0,1,1,221,6.3,7.07,2.51,52,351,210,34.01,3.4,0,3.21
"Potatoes, home-prepared, o'brien",0,1,1,0,81,1.3,2.35,0.47,36,217,266,15.47,0,0,0
"MORI-NU, lite firm, silken, Tofu",0,0,1,1,37,0.8,6.3,0.75,36,85,63,1.1,0,0,0.45
"Tofu, prepared with nigari, hard",0,0,1,1,145,10,12.68,2.75,345,2,146,4.39,0.6,0,0
"Meatballs, Italian style, frozen",1,1,1,0,286,22,14.4,1.77,80,666,296,8.06,2.3,2,3.47
"Kielbasa, unheated, fully cooked",0,1,1,1,325,30,10.84,0.75,24,928,217,3.72,0,30,2.05
"Alcoholic beverage, whiskey sour",0,1,1,1,149,0,0,0.08,1,20,5,13.17,0,0,0
"WEND'YS, Crispy Chicken Sandwich",0,1,1,1,278,14,11.72,0,0,0,0,26.36,0,0,3.13
"BURGER KING, Double Cheeseburger",1,0,0,1,282,16,16.83,0,0,0,0,17.43,0,0,4.17
"SUNSHINE, BIG Crackers, CHEEZ-IT",1,0,0,0,507,26,11.4,3.9,147,753,97,57.4,2.4,0,0.5
"Babyfood, junior, cherry cobbler",1,0,1,0,78,0.1,0.3,0.1,5,0,45,19.2,0.2,0,10.39
"Danish pastry, unenriched, lemon",0,0,1,0,371,19,5.4,0.75,46,354,83,47.8,1.9,0,0
"APPLEBEE'S, Double Crunch Shrimp",0,0,1,0,323,19,12.31,1.03,45,838,97,25.96,2.6,0,1.07
"BURGER KING, french toast sticks",0,0,1,0,349,18,6,1.92,53,428,111,41.21,1.4,0,9.89
"Mutton, roasted (Navajo), cooked",0,0,1,0,234,11,33.43,4.76,10,135,409,0.08,0,0,0
"Fish, raw, Atlantic, ocean perch",1,0,0,0,79,1.5,15.31,0.22,28,287,187,0,0,48,0
"Cereals, Dry, Quick Oats, QUAKER",0,0,1,0,371,6.9,13.7,4.64,47,3,358,68.18,9.4,0,1.42
"Cookies, reduced fat, shortbread",0,1,1,,451,14,5.37,2.98,13,571,88,75.99,1.3,0,21.65
"Potatoes, drained solids, canned",1,0,0,0,60,0.2,1.41,1.26,5,219,229,13.61,2.3,0,0
"T.G.I. FRIDAY'S, chicken fingers",1,0,0,0,325,20,18.68,0.77,26,787,308,16.84,0.8,0,0.23
"Babyfood, apple and peach, juice",0,1,1,0,43,0.1,0.2,0.56,3,0,97,10.5,0.1,0,9.59
"Seeds, roasted, breadfruit seeds",1,0,0,0,207,2.7,6.2,0.9,86,28,1082,40.1,6,0,0
"Potato puffs, unprepared, frozen",0,1,1,0,178,8.7,1.93,0.47,13,428,247,24.8,2.3,0,0.28
"Pie, prepared from recipe, pecan",0,1,1,0,412,22,4.9,1.48,32,262,133,52.2,0,0,0
"Pie, prepared from recipe, mince",0,1,1,0,289,11,2.6,1.49,22,254,203,48,2.6,0,28.31
"Nuts, dried, japanese, chestnuts",1,0,0,0,360,1.2,5.25,3.38,72,34,768,81.43,0,0,0
"McDONALD'S, Hotcakes and Sausage",1,0,0,0,294,13,7.81,1.41,78,484,148,37.55,1.6,0,7.29
"KELLOGG'S, Original, SIMPLY EGGO",1,1,1,0,294,11,6.2,6.4,0,636,79,43.3,1.3,0,5.9
"Pie, prepared from recipe, apple",0,0,1,0,265,13,2.4,1.12,7,211,79,37.1,0,0,0
"Beverages, root beer, carbonated",1,0,0,0,41,0,0,0.05,5,13,1,10.6,0,0,10.6
"Emu, pan-broiled, cooked, ground",1,0,1,0,163,4.7,28.43,5.01,8,65,375,0,0,0,0
"Cheese, queso chihuahua, mexican",1,0,0,0,374,30,21.56,0.47,651,617,52,5.56,0,22,5.56
"KEEBLER, Original Crackers, CLUB",0,1,1,0,486,22,5.5,0,0,909,111,66.2,1.9,0,8.9
"Pears, uncooked, sulfured, dried",1,0,0,0,262,0.6,1.87,2.1,34,6,533,69.7,7.5,0,62.2
"Soup, home-prepared, beef, stock",0,1,1,0,13,0.1,1.97,0.27,8,198,185,1.2,0,0,0.54
"Soup, home-prepared, fish, stock",1,0,0,0,16,0.8,2.26,0.01,3,156,144,0,0,0,0
"Fish, raw, skipjack, fresh, tuna",0,1,1,0,103,1,22,1.25,29,37,407,0,0,0,0
"Noodles, cooked, somen, japanese",1,0,0,0,131,0.2,4,0.52,8,161,29,27.54,0,0,0
Cheesecake commercially prepared,0,1,1,0,321,23,5.5,0.63,51,438,90,25.5,0.4,18,21.8
"Crackers, GAMESA SABROSAS, cream",0,1,1,1,484,20,7.01,7.38,26,1148,129,64.55,2.4,0,9.37
"Fish, raw, pumpkin seed, sunfish",0,0,1,1,89,0.7,19.4,1.2,80,80,350,0,0,0,0
"Sauce, original, KRAFT, barbecue",0,0,1,0,172,0.6,0.74,0.79,47,1242,247,40.77,0.4,0,32.26
"Snacks, rice-based, oriental mix",0,0,1,0,506,26,17.31,2.44,54,413,328,51.62,13.2,0,3
"Chicken, raw, all classes, liver",0,1,1,0,119,4.8,16.92,8.99,8,71,230,0.73,0,0,0
"Chicken, raw, all classes, heart",0,1,1,1,153,9.3,15.55,5.96,12,74,176,0.71,0,0,0
"Vegetable juice cocktail, canned",0,1,1,0,22,0.3,0.93,0.28,14,169,185,3.87,0.5,0,2.84
"Coriander (cilantro) leaves, raw",0,1,1,1,23,0.5,2.13,1.77,67,46,521,3.67,2.8,0,0.87
"Snacks, almond, crisped rice bar",0,1,1,0,458,20,7,6.35,74,234,229,64.6,3.6,0,0
"Blueberries, unsweetened, frozen",0,1,1,0,51,0.6,0.42,0.18,8,1,54,12.17,2.7,0,8.45
"Bread, oat bran, reduced-calorie",1,0,1,0,201,3.2,8,3.15,57,459,102,41.3,12,0,3.52
"Bread, toasted, enriched, raisin",1,0,1,0,297,4.8,8.6,3.15,72,377,246,56.9,4.7,0,6.18
"Bread, protein (includes gluten)",1,1,1,0,245,2.2,12.1,4.15,124,404,322,43.8,3,0,1.44
"Beverages, municipal, tap, water",1,1,1,0,0,0,0,0,3,3,1,0,0,0,0
"Game meat, roasted, cooked, goat",1,0,0,0,143,3,27.1,3.73,17,86,405,0,0,0,0
"Muffins, prepared, dry mix, corn",0,1,1,0,321,10,7.4,1.94,75,795,131,49.1,2.4,0,0
"Chicken, raw, meat only, stewing",1,1,1,0,148,6.3,21.26,1.09,10,79,251,0,0,0,0
"Fish, dry heat, cooked, bluefish",1,1,1,0,159,5.4,25.69,0.62,9,77,477,0,0,0,0
"Bagels, toasted, cinnamon-raisin",1,0,0,0,294,1.8,10.6,4.09,20,370,163,59.3,2.5,0,6.43
"Sweet potato, unprepared, frozen",0,1,1,0,96,0.2,1.71,0.53,37,6,365,22.22,1.7,0,0
"Mashu roots, raw (Alaska Native)",1,1,1,0,135,2.4,5.8,0,0,0,0,22.6,0,0,0
"CAMPBELL'S, Organic Tomato juice",1,0,0,0,21,0,0.82,0.15,8,280,177,4.12,0.8,0,2.88
"Bratwurst, smoked, beef and pork",0,1,1,0,297,26,12.2,1,7,848,283,2,0,0,0
"Sausage, smoked, turkey, Italian",1,0,0,0,158,8.8,15.05,9.6,21,928,197,4.65,0.9,0,3.2
"Beverages, Citrus, Energy drink",1,1,1,0,45,0,0,0,8,10,4,11.27,0,0,10.42
"KEEBLER, Holiday Jingles Cookies",1,0,0,1,470,17,5,2.9,0,380,0,73.9,1.5,0,28.2
"Succotash, raw, (corn and limas)",1,1,0,0,99,1,5.03,1.83,18,4,369,19.59,3.8,0,0
"Babyfood, strained, turkey, meat",1,1,1,0,111,6.2,11.5,0.7,41,49,135,1.4,0,34,0
"Pepperoni, sliced, beef and pork",0,1,1,0,504,46,19.25,1.33,19,1582,274,1.18,0,52,0
"Cookies, dry mix, chocolate chip",1,0,0,0,497,25,4.6,2.07,43,290,208,66.1,0,0,0
"Frozen novelties, lime, ice type",1,1,1,0,128,0,0.4,0.16,2,22,3,32.6,0,0,32.6
"Salad dressing, lite, buttermilk",1,0,0,0,202,12,1.25,0.69,40,1120,132,21.33,1.1,0,3.77
"Fish, pickled, Atlantic, herring",1,0,0,0,262,18,14.19,1.22,77,870,69,9.64,0,113,7.71
"Babyfood, apple and prune, juice",1,0,0,0,72,0.1,0.2,0.95,9,8,148,18.1,0.1,0,10.58
"Pasta, cooked, corn, gluten-free",0,1,1,0,126,0.7,2.63,0.25,1,0,31,27.91,4.8,0,0
"Cheese spread, cream cheese base",0,1,1,1,295,29,7.1,1.13,71,436,112,3.5,0,21,3.5
"Cheese, with vegetables, cottage",1,0,0,0,95,4.2,10.9,0.1,56,403,86,3,0.1,0,0.37
"MOTHER'S, Taffy Sandwich Cookies",0,1,1,0,475,20,3.8,2.1,0,324,121,69.9,2.3,0,41.2
"PACE, Lime & Garlic Chunky Salsa",0,1,1,0,38,0,0,0,0,656,0,9.38,3.1,0,6.25
"DENNY'S, spaghetti and meatballs",0,1,1,0,170,8.5,7.84,1.29,45,351,206,15.51,1.5,0,2.03
"Beverages, club soda, carbonated",1,0,0,0,0,0,0,0.01,5,21,2,0,0,0,0
"ON THE BORDER, cheese quesadilla",1,0,0,0,394,26,16.87,1.52,432,677,95,24.25,2.2,0,2.04
"Cabbage, raw, chinese (pak-choi)",1,0,0,0,13,0.2,1.5,0.8,105,65,252,2.18,1,0,1.18
"Babyfood, strained, pears, fruit",1,1,0,0,42,0.2,0.3,0.24,8,1,130,10.8,2.8,0,6.98
"Babyfood, junior, peaches, fruit",0,1,1,1,65,0.3,0.94,0.23,4,4,195,14.48,1.3,0,11.5
"Beef, canned, corned beef, cured",0,1,1,1,250,15,27.1,2.08,12,897,136,0,0,10,0
"Salsify, raw, (vegetable oyster)",0,0,1,1,82,0.2,3.3,0.7,60,20,380,18.6,3.3,0,0
"Salad dressing, fat-free, caesar",0,1,1,1,131,0.2,1.47,0.29,33,1265,48,30.73,0.2,0,8.82
"Cereals, dry, unenriched, farina",0,1,1,0,369,0.5,10.6,1.5,14,3,94,78,1.9,0,0
"Passion-fruit juice, raw, yellow",0,0,1,1,60,0.2,0.67,0.36,4,6,278,14.45,0.2,0,14.25
"Raspberries, unsweetened, frozen",0,0,1,1,52,0.7,1.2,0.69,25,1,151,11.94,6.5,0,4.42
"Babyfood, toddler, dices, apples",0,1,1,0,51,0.1,0.2,0.2,10,6,50,12.1,0.9,0,10.83
"Pork, dehydrated, oriental style",0,0,1,1,615,62,11.8,0.5,10,685,139,1.4,0,0,0
"Yogurt, whole milk, plain, Greek",0,0,1,1,97,5,9,0,100,35,141,3.98,0,0,4
"KEEBLER, Cinnamon Crisp, Grahams",1,1,1,0,430,12,5.9,3.5,381,474,133,76.3,3.3,0,26.9
"Bison, cooked, grass-fed, ground",0,1,1,1,179,8.6,25.45,3.19,14,76,353,0,0,0,0
"Beans, raw, mature seeds, french",0,1,1,1,343,2,18.81,3.4,186,18,1316,64.11,25.2,0,0
"Game meat, roasted, cooked, deer",0,1,1,1,158,3.2,30.21,4.47,7,54,335,0,0,0,0
"Soup, Chinese restaurant, wonton",1,0,0,1,32,0.3,2.08,0.21,5,406,32,5.25,0.2,0,0.34
"Beans, raw, mature seeds, adzuki",1,0,0,0,329,0.5,19.87,4.98,66,5,1254,62.9,12.7,0,0
"Salad dressing, bacon and tomato",1,0,1,0,326,35,1.8,0.27,4,905,108,2,0.2,0,2
"Fish, dry heat, cooked, tilefish",0,0,1,0,147,4.7,24.49,0.31,26,59,512,0,0,0,0
"Passion-fruit juice, raw, purple",0,0,1,0,51,0.1,0.39,0.24,4,6,278,13.6,0.2,0,13.4
"Beverages, brewed, hibiscus, tea",0,0,1,0,0,0,0,0.08,8,4,20,0,0,0,0
"Cheese food, American, cold pack",0,0,1,0,331,24,19.66,0.84,497,966,363,8.32,0,0,0
"Cherries, sweetened, dried, tart",1,0,0,0,333,0.7,1.25,0.68,38,13,376,80.45,2.5,0,67.15
"MOTHER'S, Circus Animal Cookies",0,0,1,0,515,25,3.8,1.5,0,192,98,68.3,0.8,0,43.5
"Beverages, drinking, tap, water",0,1,1,,0,0,0,0,3,4,0,0,0,0,0
"Fish, raw, mixed species, shark",1,0,0,0,130,4.5,20.98,0.84,34,79,160,0,0,24,0
"English muffins, toasted, wheat",1,0,0,0,243,2.1,9.4,3.12,193,384,202,48.7,5,0,1.7
"Beans, raw, mature seeds, white",0,1,1,0,333,0.9,23.36,10.44,240,16,1795,60.27,15.2,0,2.11
"Fish, dry heat, cooked, tilapia",1,0,0,0,128,2.7,26.15,0.69,14,56,380,0,0,150,0
"Fast foods, french toast sticks",0,1,1,0,340,18,6,1.92,53,400,111,41.21,1.4,0,9.89
"Crackers, fish-shaped, flavored",0,1,1,0,463,18,10.16,4.58,83,970,224,65.67,3.1,0,1.18
"Crackers, seasoned, wafers, rye",0,1,1,0,381,9.2,9,3.04,44,887,454,73.8,20.9,0,0
"Fish, dry heat, cooked, lingcod",1,0,0,0,109,1.4,22.64,0.41,18,76,560,0,0,0,0
"Salami, less sodium, beef, pork",1,0,0,0,396,31,15.01,1.55,94,623,1372,15.38,0.2,32,6.21
"Corn flour, yellow, whole-grain",1,1,1,0,361,3.9,6.93,2.38,7,5,315,76.85,7.3,0,0.64
"Grapefruit, Florida, white, raw",0,0,1,0,32,0.1,0.63,0.05,15,0,150,8.19,0,0,0
"Nuts, dried, chinese, chestnuts",1,0,0,0,363,1.8,6.82,2.29,29,5,726,79.76,0,0,0
"Soymilk, unfortified, chocolate",1,0,1,0,63,1.5,2.26,0.48,25,53,143,9.95,0.4,0,7.86
"Bread, oatmeal, reduced-calorie",1,0,0,0,210,3.5,7.6,2.3,115,388,124,43.3,0,0,0
"Chicken patty, uncooked, frozen",0,1,1,0,292,20,14.33,0.93,20,518,248,13.61,1.2,0,0
"Babyfood, tropical fruit medley",1,0,0,0,51,0.1,0.31,0,0,0,141,12.22,1.3,0,9.78
"Turkey, raw, all classes, heart",0,1,1,0,140,7.4,16.7,3.7,18,129,179,0.4,0,17,0
"Turkey, raw, all classes, liver",1,0,0,0,128,5.5,18.26,8.94,20,131,214,0,0,50,0
"Fish, dry heat, cooked, haddock",0,1,1,0,90,0.6,19.99,0.21,14,261,351,0,0,23,0
"Liver sausage, pork, liverwurst",1,0,0,0,326,29,14.1,6.4,26,860,170,2.2,0,0,0
"Lima beans, raw, immature seeds",0,1,1,0,113,0.9,6.84,3.14,34,8,467,20.17,4.9,0,1.48
"Chicken, raw, giblets, roasting",0,1,1,1,127,5,18.14,5.4,10,77,227,1.14,0,0,0
"Veal, pan-fried, cooked, ground",0,0,1,1,215,12,25.83,1.5,18,146,245,1.51,0,55,0
"Bread, toasted, sprouted, wheat",0,0,1,0,205,0,14.3,2.06,0,515,215,36.82,5.7,0,2.86
"Carbonated beverage, cream soda",0,0,1,0,51,0,0,0.05,5,12,1,13.3,0,0,13.3
"Beverages, Malt liquor beverage",0,1,1,0,40,0,0.35,0.03,3,3,33,0,0,0,0
"Alcoholic beverages, rose, wine",0,1,1,1,83,0,0.36,0.2,10,5,59,3.8,0,0,3.8
"Babyfood, apple-cranberry juice",0,1,1,0,46,0,0,0.22,6,5,97,11.49,0,0,6.88
"KEEBLER, Danish Wedding Cookies",0,1,1,1,504,24,3.9,2.1,0,267,84,68.3,2.6,0,37.9
"McDONALD'S, Double Cheeseburger",0,1,1,0,282,16,15.5,2.24,178,668,216,18.79,0.8,0,4.23
"ON THE BORDER, cheese enchilada",0,1,1,0,271,18,11.67,0.71,293,561,176,16.2,1.8,0,2.89
"Babyfood, toddler, dices, pears",1,0,1,0,57,0.1,0.3,0.2,10,6,51,13.6,1.2,0,8.66
"Egg, hard-boiled, cooked, whole",1,0,1,0,155,11,12.58,1.19,50,124,126,1.12,0,87,1.12
"Eggs, frozen mixture, scrambled",1,1,1,0,131,5.6,13.1,0.23,17,162,147,7.5,0,72,7.5
"Puddings, ready-to-eat, tapioca",1,1,1,0,130,3.9,1.95,0.11,71,145,92,21.69,0,0,14.91
"Emu, broiled, cooked, full rump",1,0,0,0,168,2.7,33.67,6.89,7,110,324,0,0,0,0
"Candies, TWIZZLERS CHERRY BITES",0,1,1,0,338,1.7,2.97,0.55,12,261,14,79.38,0.1,0,0
"Crustaceans, canned, blue, crab",1,1,1,0,83,0.7,17.88,0.5,91,563,259,0,0,0,0
"Wheat, uncooked, KAMUT khorasan",1,1,1,0,337,2.1,14.54,3.77,22,5,403,70.58,11.1,0,7.84
"Sauce, ready-to-serve, cocktail",1,0,0,0,124,1.1,1.36,0.83,26,983,309,28.22,1.8,0,11.83
"Babyfood, fruit supreme dessert",0,1,1,0,73,0.2,0.5,0.17,6,1,129,17.18,2,0,14.87
"Noodles, cooked, soba, japanese",1,1,1,0,99,0.1,5.06,0.48,4,60,35,21.44,0,0,0
"PACE, Traditional Refried Beans",1,0,0,0,67,0,4.17,0.9,33,575,0,10.83,4.2,0,2.5
"Cake, dry mix, enriched, yellow",0,1,1,0,374,3.5,3.7,2.08,211,728,47,81.92,1.2,0,43.29
"Soup, condensed, canned, tomato",1,0,0,0,66,0.4,1.46,0.59,13,377,562,15.22,1.1,0,8.23
"Sour cream, cultured, imitation",1,1,1,0,208,20,2.4,0.39,3,102,161,6.63,0,0,6.63
"Alcoholic beverage, light, wine",1,0,0,1,49,0,0.07,0.4,9,7,88,1.17,0,0,1.15
"Soymilk (All flavors), enhanced",1,1,0,0,45,2,2.94,0.49,140,50,141,3.45,0.4,47,2.53
"Cream substitute, light, liquid",1,1,1,0,71,3.5,0.8,0.56,1,60,177,9.1,0,0,9.1
"Beans, raw, mature seeds, black",0,1,1,0,341,1.4,21.6,5.02,123,5,1483,62.36,15.5,0,2.12
"Seeds, boiled, breadfruit seeds",1,0,0,0,168,2.3,5.3,0.6,61,23,875,32,4.8,0,0
"Seeds, raw, breadnut tree seeds",1,1,1,0,217,1,5.97,2.09,98,31,1183,46.28,0,0,0
"Snacks, mixed flavors, CLIF BAR",1,0,0,0,346,5.9,14.71,6.62,368,195,412,65.44,7.4,0,31.62
"Bologna, low fat, beef and pork",1,0,0,0,230,19,11.5,0.66,11,1108,156,2.6,0,19,0
"Butter with salt,  light",1,0,0,0,499,55,3.3,1.09,48,450,71,0,0,0,0
"Alcoholic beverage, rice (sake)",0,1,1,0,134,0,0.5,0.1,5,2,25,5,0,0,0
"Sauce, ready-to-serve, teriyaki",0,1,1,1,89,0,5.93,1.7,25,3833,225,15.56,0.1,0,14.1
"Cheese, part skim milk, ricotta",1,0,0,0,138,7.9,11.39,0.44,272,99,125,5.14,0,6,0.31
"Game meat, roasted, cooked, elk",0,1,1,0,146,1.9,30.19,3.63,5,61,328,0,0,0,0
"Broadbeans, raw, immature seeds",0,1,1,0,72,0.6,5.6,1.9,22,50,250,11.7,4.2,0,0
"Taro, with salt, cooked, shoots",0,1,1,0,14,0.1,0.73,0.41,14,238,344,3.19,0,0,0
"Alcoholic beverage, light, beer",1,0,0,0,29,0,0.24,0.03,4,4,21,1.64,0,0,0.09
"Fish, raw, farmed, coho, salmon",1,0,0,0,160,7.7,21.27,0.34,12,47,450,0,0,0,0
"Pork, raw, separable fat, fresh",1,0,0,0,632,66,9.25,0.26,14,47,333,0,0,69,0
"Pie fillings, canned, blueberry",1,1,0,0,181,0.2,0.41,0.8,27,12,115,44.38,2.6,0,37.75
"Plums, uncooked, dried (prunes)",0,1,1,1,240,0.4,2.18,0.93,43,2,732,63.88,7.1,0,38.13
"Refried beans, fat-free, canned",0,1,1,1,79,0.5,5.34,1.62,34,438,344,13.5,4.7,0,0.61
"KEEBLER, Cinnamon Toast Grahams",0,0,1,1,429,13,7.3,3.4,300,447,199,73.9,4.8,0,26
"Rice, cooked, long-grain, brown",0,1,1,1,123,1,2.74,0.56,3,4,86,25.58,1.6,0,0.24
"Fast foods, with cheese, nachos",0,1,1,0,343,22,4.32,0.75,63,313,362,34.91,3.2,0,2.17
"Babyfood, junior, chicken, meat",0,0,1,1,146,9.6,14,0.99,55,49,122,0,0,2,0
"Kielbasa, grilled, fully cooked",0,0,1,1,337,30,12.45,0.99,42,1062,306,5.03,0,35,2.39
"Pigeonpeas, raw, immature seeds",0,1,1,0,136,1.6,7.2,1.6,42,5,552,23.88,5.1,0,3
"Crackers, low salt, whole-wheat",0,0,1,1,443,17,8.8,3.08,50,186,297,68.6,10.5,0,0.37
"Squab, raw, meat only, (pigeon)",0,0,1,1,142,7.5,17.5,4.51,13,51,237,0,0,0,0
"Babyfood, peach yogurt, dessert",1,1,1,0,76,0.2,0.9,0.4,27,14,102,17.6,0.4,0,11.11
"Babyfood, apple - cherry, juice",0,1,1,1,47,0.1,0.2,0.35,7,4,110,11.2,0.3,0,10.5
"Soup, condensed, canned, cheese",0,1,1,1,82,3.9,0.8,0.15,36,692,37,11.3,2.2,0,3.73
"Winged beans, raw, mature seeds",0,1,1,1,409,16,29.65,13.44,440,38,977,41.71,25.9,0,0
"BURGER KING, no cheese, WHOPPER",1,0,0,1,233,13,10.74,4.37,39,313,169,18.55,1.8,0,4.22
"Frozen novelties, pop, ice type",1,0,0,0,79,0.2,0,0.54,0,7,15,19.23,0,0,13.66
"Fast foods, with beans, burrito",1,0,1,0,206,6.2,6.48,2.08,52,454,301,32.92,0,0,0
"APPLEBEE'S, hand battered, fish",0,0,1,0,202,9.1,13.23,0.35,13,607,241,16.65,0.9,0,0.51
"Salami, beef, pork, dry or hard",0,0,1,0,378,32,21.07,1.36,24,1756,363,0.72,0,36,0.26
"Babyfood, apple and plum, juice",0,0,1,0,49,0,0.1,0.62,5,0,101,12.3,0.1,0,11.54
"MOTHER'S, Iced Lemonade Cookies",0,0,1,0,502,24,4.5,2.4,0,262,60,66.3,1,0,29.9
"MOTHER'S, Jungle Animal Cookies",1,0,0,0,514,25,3.8,1.5,0,192,98,68.3,0.8,0,44.2
"Peas, unprepared, frozen, green",0,0,1,0,77,0.4,5.22,1.53,22,108,153,13.62,4.5,0,5
"Fish, raw, mixed species, perch",0,1,1,,91,0.9,19.39,0.9,80,62,269,0,0,118,0
"Luncheon sausage, pork and beef",1,0,0,0,260,21,15.38,1.43,13,1182,245,1.58,0,0,0
"GIRL SCOUTS, Thin Mints Cookies",1,0,0,0,502,24,4.5,3,0,380,95,67.3,2.3,0,32
"McDONALD'S, Sweet 'N Sour Sauce",0,1,1,0,170,1.1,0.66,0.64,6,557,99,39.38,0,0,35.79
"McDONALD'S, Spicy Buffalo Sauce",1,0,0,0,142,15,0.54,0.35,9,2140,100,1.81,1.5,0,0
"Wheat flours, unenriched, bread",0,1,1,0,361,1.7,11.98,0.9,15,2,100,72.53,2.4,0,0.31
"Veal, cooked, external fat only",0,1,1,0,540,53,15.28,1.09,58,103,152,0,0,142,0
"Puddings, ready-to-eat, vanilla",0,1,1,0,130,3.8,1.45,0.09,49,142,65,22.6,0,0,16.97
"Mushrooms, stir-fried, shiitake",1,0,0,0,39,0.4,3.45,0.53,2,5,326,7.68,3.6,21,0.3
"Cranberry-orange relish, canned",1,0,0,0,178,0.1,0.3,0.2,11,32,38,46.2,0,0,0
"BEAR NAKED, Fruit & Nut Cookies",1,1,1,0,443,21,7.5,2.1,0,133,278,61.6,7.1,0,29.4
"TACO BELL, Soft Taco with steak",0,0,1,0,225,12,11.81,2.22,117,551,183,17.22,1.6,0,0
"Cauliflower, unprepared, frozen",1,0,0,0,24,0.3,2.01,0.54,22,24,193,4.68,2.3,0,2.22
"Beans, with pork, canned, baked",1,0,1,0,106,1.6,5.19,1.7,53,414,309,19.99,5.5,0,0
"Fish, raw, bluefin, fresh, tuna",1,0,0,0,144,4.9,23.33,1.02,8,39,252,0,0,227,0
"Fish, raw, mixed species, trout",0,1,1,0,148,6.6,20.77,1.5,43,52,361,0,0,155,0
"Fish, raw, wild, rainbow, trout",1,0,0,0,119,3.5,20.48,0.7,67,31,481,0,0,0,0
"Candies, YORK Peppermint Pattie",0,1,1,0,384,7.2,2.19,0.92,11,28,111,80.99,2,0,63.78
"Tree fern, without salt, cooked",1,0,0,0,40,0.1,0.29,0.16,8,5,5,10.98,3.7,0,0
"Cabbage, raw, chinese (pe-tsai)",0,1,1,0,16,0.2,1.2,0.31,77,9,238,3.23,1.2,0,1.41
"Pizza rolls, unprepared, frozen",1,0,0,0,328,10,8.73,1.8,125,599,301,50.72,1.2,1,3.74
"Vitasoy USA Azumaya, Firm Tofu",0,1,1,0,80,4.2,9.08,0,0,0,0,1.52,0.6,0,0.4
"Milk, whole, fluid, buttermilk",0,1,1,1,62,3.3,3.21,0.03,115,105,135,4.88,0,52,4.88
"Snacks, salted, plantain chips",0,0,1,1,531,30,2.28,0.97,9,202,786,63.84,3.5,0,0.92
"Soup, dry, chicken broth cubes",0,0,1,0,198,4.7,14.6,1.87,190,24000,374,23.5,0,0,0
"Bologna, turkey and beef, pork",0,0,1,0,336,29,11.56,1.2,31,1055,222,6.66,0,0,1.35
"Bologna, lite, pork and turkey",0,1,1,0,211,16,13.06,1.15,48,716,138,3.45,0,0,0
"Restaurant, tripe soup, Latino",0,1,1,1,74,2.6,8.61,0.68,22,411,81,4.07,0,0,0
"Mungo beans, raw, mature seeds",0,1,1,0,341,1.6,25.21,7.57,138,38,983,58.99,18.3,0,0
"Fish, dry heat, cooked, burbot",0,1,1,1,115,1,24.76,1.15,64,124,518,0,0,0,0
"Ravioli, canned, cheese-filled",0,1,1,0,77,1.5,2.48,0.74,33,306,232,13.64,1.3,0,3.72
"Beans, raw, mature seeds, pink",0,1,1,0,343,1.1,20.96,6.77,130,8,1464,64.19,12.7,0,2.14
